date,product_id,sale_amount
2024-01-01,1068,30
2024-01-01,1003,33
2024-01-01,1014,24
2024-01-01,1057,32
2024-01-01,1005,28
2024-01-01,1008,32
2024-01-01,1025,15
2024-01-01,1017,25
2024-01-01,1014,32
2024-01-01,1112,25
2024-01-01,1085,21
2024-01-01,1015,27
2024-01-01,1053,31
2024-01-01,1069,32
2024-01-01,1042,26
2024-01-01,1008,15
2024-01-01,1004,29
2024-01-01,1096,15
2024-01-01,1071,33
2024-01-01,1061,26
2024-01-01,1057,32
2024-01-01,1044,25
2024-01-01,1034,16
2024-01-01,1080,33
2024-01-01,1005,34
2024-01-01,1028,24
2024-01-01,1117,30
2024-01-01,1113,28
2024-01-02,1044,32
2024-01-02,1016,17
2024-01-02,1081,21
2024-01-02,1043,21
2024-01-02,1008,33
2024-01-02,1102,28
2024-01-02,1076,17
2024-01-02,1080,15
2024-01-02,1085,28
2024-01-02,1007,21
2024-01-02,1100,20
2024-01-02,1023,32
2024-01-02,1003,30
2024-01-02,1014,33
2024-01-02,1010,34
2024-01-02,1092,21
2024-01-02,1027,17
2024-01-02,1003,15
2024-01-02,1092,21
2024-01-02,1012,16
2024-01-02,1011,17
2024-01-02,1061,33
2024-01-02,1110,33
2024-01-02,1073,25
2024-01-02,1090,24
2024-01-02,1105,35
2024-01-02,1034,17
2024-01-02,1120,28
2024-01-02,1070,27
2024-01-02,1065,15
2024-01-02,1009,15
2024-01-02,1004,22
2024-01-02,1100,16
2024-01-02,1026,34
2024-01-02,1058,26
2024-01-02,1026,26
2024-01-02,1035,19
2024-01-02,1017,16
2024-01-02,1110,20
2024-01-02,1115,15
2024-01-02,1065,25
2024-01-02,1100,28
2024-01-02,1091,22
2024-01-02,1022,21
2024-01-02,1090,21
2024-01-02,1058,30
2024-01-02,1108,22
2024-01-02,1012,24
2024-01-02,1092,29
2024-01-02,1097,23
2024-01-02,1058,23
2024-01-02,1091,24
2024-01-02,1050,22
2024-01-02,1059,30
2024-01-02,1084,27
2024-01-02,1039,27
2024-01-02,1023,35
2024-01-02,1015,35
2024-01-02,1100,35
2024-01-02,1032,22
2024-01-02,1114,15
2024-01-02,1081,17
2024-01-02,1099,19
2024-01-02,1062,25
2024-01-02,1042,35
2024-01-02,1035,17
2024-01-02,1112,31
2024-01-02,1031,29
2024-01-02,1088,33
2024-01-02,1076,16
2024-01-02,1011,24
2024-01-02,1087,19
2024-01-02,1087,29
2024-01-02,1055,19
2024-01-02,1020,31
2024-01-02,1104,26
2024-01-02,1014,23
2024-01-02,1021,26
2024-01-02,1019,21
2024-01-02,1067,34
2024-01-02,1068,27
2024-01-02,1081,21
2024-01-02,1053,35
2024-01-02,1080,26
2024-01-02,1054,23
2024-01-02,1006,33
2024-01-02,1030,22
2024-01-02,1066,32
2024-01-02,1030,23
2024-01-02,1094,21
2024-01-02,1038,35
2024-01-02,1001,25
2024-01-02,1108,31
2024-01-02,1024,15
2024-01-02,1022,35
2024-01-02,1076,25
2024-01-02,1063,18
2024-01-02,1058,20
2024-01-02,1105,24
2024-01-02,1078,30
2024-01-02,1039,27
2024-01-02,1032,33
2024-01-02,1074,22
2024-01-02,1012,19
2024-01-02,1017,24
2024-01-02,1070,21
2024-01-02,1041,33
2024-01-02,1044,19
2024-01-02,1026,27
2024-01-02,1098,19
2024-01-02,1007,18
2024-01-02,1082,24
2024-01-02,1119,17
2024-01-02,1012,21
2024-01-02,1018,22
2024-01-02,1113,26
2024-01-02,1041,18
2024-01-02,1077,28
2024-01-02,1011,24
2024-01-02,1039,22
2024-01-03,1099,18
2024-01-03,1043,31
2024-01-03,1030,18
2024-01-03,1106,32
2024-01-03,1001,28
2024-01-03,1104,17
2024-01-03,1060,19
2024-01-03,1058,32
2024-01-03,1040,23
2024-01-03,1051,28
2024-01-03,1097,24
2024-01-03,1017,35
2024-01-03,1076,16
2024-01-03,1078,20
2024-01-03,1105,17
2024-01-03,1022,21
2024-01-03,1043,20
2024-01-03,1097,27
2024-01-03,1030,15
2024-01-03,1069,18
2024-01-03,1088,19
2024-01-03,1096,26
2024-01-03,1085,31
2024-01-03,1072,17
2024-01-03,1080,34
2024-01-03,1029,30
2024-01-03,1071,30
2024-01-03,1111,25
2024-01-03,1021,35
2024-01-03,1002,29
2024-01-03,1083,24
2024-01-03,1012,33
2024-01-03,1101,33
2024-01-03,1025,21
2024-01-03,1075,16
2024-01-03,1071,26
2024-01-03,1092,35
2024-01-03,1065,15
2024-01-03,1004,33
2024-01-03,1041,34
2024-01-03,1011,22
2024-01-03,1109,24
2024-01-03,1016,15
2024-01-03,1033,18
2024-01-03,1025,27
2024-01-03,1007,15
2024-01-03,1111,27
2024-01-03,1106,32
2024-01-03,1021,19
2024-01-03,1111,27
2024-01-03,1062,35
2024-01-03,1113,25
2024-01-03,1107,15
2024-01-03,1080,34
2024-01-03,1111,21
2024-01-03,1001,24
2024-01-03,1013,24
2024-01-03,1078,34
2024-01-03,1060,22
2024-01-03,1067,30
2024-01-03,1007,21
2024-01-03,1093,17
2024-01-03,1012,16
2024-01-03,1114,26
2024-01-03,1079,21
2024-01-03,1051,33
2024-01-03,1008,26
2024-01-03,1039,35
2024-01-03,1052,28
2024-01-03,1025,15
2024-01-03,1093,33
2024-01-03,1101,24
2024-01-03,1023,23
2024-01-03,1086,18
2024-01-03,1042,32
2024-01-03,1088,21
2024-01-03,1014,32
2024-01-03,1070,24
2024-01-03,1075,32
2024-01-03,1107,35
2024-01-03,1043,33
2024-01-03,1083,16
2024-01-03,1016,31
2024-01-03,1015,30
2024-01-03,1064,23
2024-01-03,1110,26
2024-01-03,1119,31
2024-01-03,1069,23
2024-01-03,1109,15
2024-01-03,1007,31
2024-01-03,1040,22
2024-01-03,1076,34
2024-01-03,1079,23
2024-01-03,1106,28
2024-01-03,1095,18
2024-01-03,1012,15
2024-01-03,1048,16
2024-01-03,1088,18
2024-01-03,1063,29
2024-01-03,1045,17
2024-01-03,1018,25
2024-01-03,1105,30
2024-01-03,1006,22
2024-01-03,1055,29
2024-01-03,1026,15
2024-01-03,1030,16
2024-01-03,1066,33
2024-01-03,1063,28
2024-01-03,1035,19
2024-01-03,1074,23
2024-01-03,1006,26
2024-01-03,1094,15
2024-01-03,1107,15
2024-01-03,1046,17
2024-01-03,1060,18
2024-01-03,1115,35
2024-01-03,1013,27
2024-01-03,1074,25
2024-01-03,1038,21
2024-01-03,1016,22
2024-01-04,1050,29
2024-01-04,1035,32
2024-01-04,1063,28
2024-01-04,1011,26
2024-01-04,1037,30
2024-01-04,1046,23
2024-01-04,1097,25
2024-01-04,1103,17
2024-01-04,1038,18
2024-01-04,1021,29
2024-01-04,1113,27
2024-01-04,1084,24
2024-01-04,1096,32
2024-01-04,1054,23
2024-01-04,1016,28
2024-01-04,1005,21
2024-01-04,1091,19
2024-01-04,1062,19
2024-01-04,1058,25
2024-01-04,1097,25
2024-01-04,1039,17
2024-01-04,1002,21
2024-01-04,1035,28
2024-01-04,1029,24
2024-01-04,1068,34
2024-01-04,1004,22
2024-01-04,1041,30
2024-01-04,1046,21
2024-01-04,1035,26
2024-01-04,1010,29
2024-01-04,1016,17
2024-01-04,1039,19
2024-01-04,1021,24
2024-01-04,1018,28
2024-01-04,1095,15
2024-01-04,1034,22
2024-01-04,1018,19
2024-01-04,1002,18
2024-01-04,1093,20
2024-01-04,1057,22
2024-01-04,1048,28
2024-01-04,1097,26
2024-01-04,1008,24
2024-01-04,1006,22
2024-01-04,1098,34
2024-01-04,1040,30
2024-01-04,1095,33
2024-01-04,1088,24
2024-01-04,1013,20
2024-01-04,1089,22
2024-01-04,1103,23
2024-01-04,1075,34
2024-01-04,1119,17
2024-01-04,1100,35
2024-01-04,1033,30
2024-01-04,1006,25
2024-01-04,1102,30
2024-01-04,1065,22
2024-01-04,1055,24
2024-01-04,1060,15
2024-01-04,1089,20
2024-01-04,1116,25
2024-01-04,1055,21
2024-01-04,1105,16
2024-01-04,1006,15
2024-01-04,1076,18
2024-01-04,1007,24
2024-01-04,1045,30
2024-01-04,1070,15
2024-01-04,1047,28
2024-01-04,1056,24
2024-01-04,1006,21
2024-01-04,1116,19
2024-01-04,1108,34
2024-01-04,1110,26
2024-01-04,1114,32
2024-01-04,1062,20
2024-01-04,1079,25
2024-01-04,1038,31
2024-01-04,1107,15
2024-01-04,1110,17
2024-01-04,1103,18
2024-01-04,1045,20
2024-01-04,1045,34
2024-01-04,1023,17
2024-01-04,1089,23
2024-01-04,1115,25
2024-01-04,1019,24
2024-01-04,1083,26
2024-01-04,1048,21
2024-01-04,1068,19
2024-01-04,1038,32
2024-01-04,1022,35
2024-01-04,1012,27
2024-01-04,1081,18
2024-01-04,1067,16
2024-01-04,1057,17
2024-01-04,1020,28
2024-01-04,1042,25
2024-01-04,1034,26
2024-01-04,1044,29
2024-01-04,1074,16
2024-01-04,1105,35
2024-01-04,1033,17
2024-01-04,1021,27
2024-01-04,1073,18
2024-01-04,1009,31
2024-01-04,1112,17
2024-01-04,1040,34
2024-01-04,1075,29
2024-01-04,1047,30
2024-01-04,1047,25
2024-01-04,1042,19
2024-01-04,1040,35
2024-01-04,1047,19
2024-01-04,1050,27
2024-01-04,1007,31
2024-01-04,1095,34
2024-01-04,1095,35
2024-01-04,1027,15
2024-01-05,1111,23
2024-01-05,1058,15
2024-01-05,1027,34
2024-01-05,1075,16
2024-01-05,1039,35
2024-01-05,1079,30
2024-01-05,1046,33
2024-01-05,1097,17
2024-01-05,1097,21
2024-01-05,1012,20
2024-01-05,1025,33
2024-01-05,1095,15
2024-01-05,1076,17
2024-01-05,1012,30
2024-01-05,1094,19
2024-01-05,1107,23
2024-01-05,1054,17
2024-01-05,1017,35
2024-01-05,1038,18
2024-01-05,1058,27
2024-01-05,1087,23
2024-01-05,1047,26
2024-01-05,1025,27
2024-01-05,1004,26
2024-01-05,1048,16
2024-01-05,1041,21
2024-01-05,1120,20
2024-01-05,1106,15
2024-01-05,1085,20
2024-01-05,1119,24
2024-01-05,1105,25
2024-01-05,1108,29
2024-01-05,1041,27
2024-01-05,1071,24
2024-01-05,1102,17
2024-01-05,1072,31
2024-01-05,1078,32
2024-01-05,1044,16
2024-01-05,1053,24
2024-01-05,1074,24
2024-01-05,1023,20
2024-01-05,1072,16
2024-01-05,1022,28
2024-01-05,1116,23
2024-01-05,1018,32
2024-01-05,1054,34
2024-01-05,1092,31
2024-01-05,1032,27
2024-01-05,1001,22
2024-01-05,1074,15
2024-01-05,1099,18
2024-01-05,1041,29
2024-01-05,1089,15
2024-01-05,1007,26
2024-01-05,1025,25
2024-01-05,1067,28
2024-01-05,1022,32
2024-01-05,1037,21
2024-01-05,1098,26
2024-01-05,1104,19
2024-01-05,1055,28
2024-01-05,1064,25
2024-01-05,1090,33
2024-01-05,1032,35
2024-01-05,1114,22
2024-01-05,1089,27
2024-01-05,1089,34
2024-01-05,1085,27
2024-01-05,1086,23
2024-01-05,1061,33
2024-01-05,1092,18
2024-01-05,1100,18
2024-01-05,1057,27
2024-01-05,1115,30
2024-01-05,1118,23
2024-01-05,1089,31
2024-01-05,1069,24
2024-01-05,1059,16
2024-01-05,1010,23
2024-01-05,1012,33
2024-01-05,1109,33
2024-01-05,1113,19
2024-01-05,1015,27
2024-01-05,1027,31
2024-01-05,1007,23
2024-01-05,1120,17
2024-01-05,1071,35
2024-01-05,1014,31
2024-01-05,1022,31
2024-01-05,1064,19
2024-01-05,1001,23
2024-01-05,1021,28
2024-01-05,1052,22
2024-01-05,1040,15
2024-01-05,1051,19
2024-01-05,1116,15
2024-01-05,1028,17
2024-01-05,1022,24
2024-01-05,1056,32
2024-01-05,1009,31
2024-01-05,1064,35
2024-01-05,1043,18
2024-01-05,1106,17
2024-01-05,1060,19
2024-01-05,1052,31
2024-01-05,1044,15
2024-01-05,1106,21
2024-01-05,1039,22
2024-01-05,1014,19
2024-01-05,1100,22
2024-01-05,1073,28
2024-01-05,1069,30
2024-01-05,1101,24
2024-01-05,1056,34
2024-01-05,1046,27
2024-01-05,1084,20
2024-01-05,1117,24
2024-01-05,1077,17
2024-01-05,1096,29
2024-01-05,1114,25
2024-01-06,1027,17
2024-01-06,1038,34
2024-01-06,1013,21
2024-01-06,1060,18
2024-01-06,1037,23
2024-01-06,1108,34
2024-01-06,1081,20
2024-01-06,1039,23
2024-01-06,1102,19
2024-01-06,1054,16
2024-01-06,1060,20
2024-01-06,1071,30
2024-01-06,1084,29
2024-01-06,1056,20
2024-01-06,1067,18
2024-01-06,1065,22
2024-01-06,1004,17
2024-01-06,1119,32
2024-01-06,1080,24
2024-01-06,1004,32
2024-01-06,1014,19
2024-01-06,1057,25
2024-01-06,1092,32
2024-01-06,1018,23
2024-01-06,1117,32
2024-01-06,1074,15
2024-01-06,1071,24
2024-01-06,1088,22
2024-01-06,1050,35
2024-01-06,1045,35
2024-01-06,1033,27
2024-01-06,1106,19
2024-01-06,1084,21
2024-01-06,1096,16
2024-01-06,1013,35
2024-01-06,1056,15
2024-01-06,1026,31
2024-01-06,1114,26
2024-01-06,1065,32
2024-01-06,1112,26
2024-01-06,1080,17
2024-01-06,1012,22
2024-01-06,1008,31
2024-01-06,1036,33
2024-01-06,1048,34
2024-01-06,1016,27
2024-01-06,1034,31
2024-01-06,1005,23
2024-01-06,1067,27
2024-01-06,1035,30
2024-01-06,1035,31
2024-01-06,1055,25
2024-01-06,1072,16
2024-01-06,1057,18
2024-01-06,1105,31
2024-01-06,1095,19
2024-01-06,1028,27
2024-01-06,1035,30
2024-01-06,1069,15
2024-01-06,1039,21
2024-01-06,1007,24
2024-01-06,1075,28
2024-01-06,1108,25
2024-01-06,1003,22
2024-01-06,1029,30
2024-01-06,1004,17
2024-01-06,1106,19
2024-01-06,1058,27
2024-01-06,1095,19
2024-01-06,1117,23
2024-01-06,1113,31
2024-01-06,1024,31
2024-01-06,1084,29
2024-01-06,1008,31
2024-01-06,1114,19
2024-01-06,1009,24
2024-01-06,1038,30
2024-01-06,1066,22
2024-01-06,1086,35
2024-01-06,1059,26
2024-01-06,1100,30
2024-01-06,1010,35
2024-01-06,1043,22
2024-01-06,1062,31
2024-01-06,1084,34
2024-01-06,1107,32
2024-01-06,1054,33
2024-01-06,1090,22
2024-01-06,1099,32
2024-01-06,1039,30
2024-01-06,1058,35
2024-01-06,1055,22
2024-01-06,1096,19
2024-01-06,1037,17
2024-01-06,1087,28
2024-01-06,1072,31
2024-01-06,1083,16
2024-01-06,1008,32
2024-01-06,1021,17
2024-01-06,1050,26
2024-01-06,1107,18
2024-01-06,1115,28
2024-01-06,1041,19
2024-01-06,1022,18
2024-01-06,1079,23
2024-01-06,1082,27
2024-01-06,1017,31
2024-01-06,1078,23
2024-01-06,1111,27
2024-01-06,1007,26
2024-01-06,1069,15
2024-01-06,1075,25
2024-01-06,1014,33
2024-01-06,1099,25
2024-01-06,1062,20
2024-01-06,1049,26
2024-01-06,1107,22
2024-01-06,1076,25
2024-01-06,1008,26
2024-01-06,1051,24
2024-01-07,1085,32
2024-01-07,1049,35
2024-01-07,1055,28
2024-01-07,1023,16
2024-01-07,1099,25
2024-01-07,1096,26
2024-01-07,1041,15
2024-01-07,1067,34
2024-01-07,1049,33
2024-01-07,1100,16
2024-01-07,1018,32
2024-01-07,1116,29
2024-01-07,1015,33
2024-01-07,1043,35
2024-01-07,1033,18
2024-01-07,1065,24
2024-01-07,1066,18
2024-01-07,1069,16
2024-01-07,1059,17
2024-01-07,1039,26
2024-01-07,1001,16
2024-01-07,1023,33
2024-01-07,1085,16
2024-01-07,1045,22
2024-01-07,1044,23
2024-01-07,1109,25
2024-01-07,1045,35
2024-01-07,1100,20
2024-01-07,1120,33
2024-01-07,1120,21
2024-01-07,1120,23
2024-01-07,1064,17
2024-01-07,1118,32
2024-01-07,1051,32
2024-01-07,1104,28
2024-01-07,1046,23
2024-01-07,1066,19
2024-01-07,1030,20
2024-01-07,1056,25
2024-01-07,1107,33
2024-01-07,1110,30
2024-01-07,1093,28
2024-01-07,1104,18
2024-01-07,1060,20
2024-01-07,1011,17
2024-01-07,1008,24
2024-01-07,1057,25
2024-01-07,1083,24
2024-01-07,1059,34
2024-01-07,1033,17
2024-01-07,1089,17
2024-01-07,1022,15
2024-01-07,1037,32
2024-01-07,1028,20
2024-01-07,1092,20
2024-01-07,1020,16
2024-01-07,1005,24
2024-01-07,1036,21
2024-01-07,1009,31
2024-01-07,1087,24
2024-01-07,1086,21
2024-01-07,1110,17
2024-01-07,1047,24
2024-01-07,1008,33
2024-01-07,1112,17
2024-01-07,1092,18
2024-01-07,1049,20
2024-01-07,1118,35
2024-01-07,1042,35
2024-01-07,1089,27
2024-01-07,1092,33
2024-01-07,1118,20
2024-01-07,1083,33
2024-01-07,1040,29
2024-01-07,1056,29
2024-01-07,1081,24
2024-01-07,1018,32
2024-01-07,1097,15
2024-01-07,1064,16
2024-01-07,1007,30
2024-01-07,1105,29
2024-01-07,1002,24
2024-01-07,1037,34
2024-01-07,1097,21
2024-01-07,1099,27
2024-01-07,1041,26
2024-01-07,1075,20
2024-01-07,1081,17
2024-01-07,1069,30
2024-01-07,1016,25
2024-01-07,1090,17
2024-01-07,1028,26
2024-01-07,1060,20
2024-01-07,1067,25
2024-01-07,1056,26
2024-01-07,1103,21
2024-01-07,1042,16
2024-01-07,1014,25
2024-01-07,1104,27
2024-01-07,1013,32
2024-01-07,1088,17
2024-01-07,1062,30
2024-01-07,1099,22
2024-01-07,1017,25
2024-01-07,1075,16
2024-01-07,1114,34
2024-01-07,1076,15
2024-01-07,1020,33
2024-01-07,1006,24
2024-01-07,1110,19
2024-01-07,1026,16
2024-01-07,1005,22
2024-01-07,1092,35
2024-01-07,1044,29
2024-01-07,1104,15
2024-01-07,1026,21
2024-01-07,1118,17
2024-01-07,1041,30
2024-01-07,1047,32
2024-01-07,1008,29
2024-01-08,1019,28
2024-01-08,1002,31
2024-01-08,1089,26
2024-01-08,1093,24
2024-01-08,1083,23
2024-01-08,1044,26
2024-01-08,1017,19
2024-01-08,1007,31
2024-01-08,1056,26
2024-01-08,1108,22
2024-01-08,1060,29
2024-01-08,1014,24
2024-01-08,1011,23
2024-01-08,1070,19
2024-01-08,1091,23
2024-01-08,1041,25
2024-01-08,1039,23
2024-01-08,1013,17
2024-01-08,1038,20
2024-01-08,1071,26
2024-01-08,1081,33
2024-01-08,1087,28
2024-01-08,1037,30
2024-01-08,1073,17
2024-01-08,1049,28
2024-01-08,1069,21
2024-01-08,1038,17
2024-01-08,1109,17
2024-01-08,1020,20
2024-01-08,1058,21
2024-01-08,1082,32
2024-01-08,1039,18
2024-01-08,1080,24
2024-01-08,1039,28
2024-01-08,1016,23
2024-01-08,1037,28
2024-01-08,1010,19
2024-01-08,1050,15
2024-01-08,1067,24
2024-01-08,1076,15
2024-01-08,1091,21
2024-01-08,1008,25
2024-01-08,1038,30
2024-01-08,1071,29
2024-01-08,1096,35
2024-01-08,1092,23
2024-01-08,1107,32
2024-01-08,1118,18
2024-01-08,1069,31
2024-01-08,1118,18
2024-01-08,1096,20
2024-01-08,1011,18
2024-01-08,1077,30
2024-01-08,1030,15
2024-01-08,1091,23
2024-01-08,1112,29
2024-01-08,1070,26
2024-01-08,1031,21
2024-01-08,1081,23
2024-01-08,1077,19
2024-01-08,1051,34
2024-01-08,1009,19
2024-01-08,1015,29
2024-01-08,1026,29
2024-01-08,1035,22
2024-01-08,1044,27
2024-01-08,1015,24
2024-01-08,1108,21
2024-01-08,1044,30
2024-01-08,1048,19
2024-01-08,1007,21
2024-01-08,1019,24
2024-01-08,1077,24
2024-01-08,1050,27
2024-01-08,1058,23
2024-01-08,1067,19
2024-01-08,1042,27
2024-01-08,1111,30
2024-01-08,1042,16
2024-01-08,1030,19
2024-01-08,1010,25
2024-01-08,1015,24
2024-01-08,1030,15
2024-01-08,1102,29
2024-01-08,1109,27
2024-01-08,1120,33
2024-01-08,1064,33
2024-01-08,1022,30
2024-01-08,1035,26
2024-01-08,1016,29
2024-01-08,1013,30
2024-01-08,1061,21
2024-01-08,1086,18
2024-01-08,1055,16
2024-01-08,1021,32
2024-01-08,1117,18
2024-01-08,1050,19
2024-01-08,1046,31
2024-01-08,1008,21
2024-01-08,1052,32
2024-01-08,1100,21
2024-01-08,1089,20
2024-01-08,1048,17
2024-01-08,1099,18
2024-01-08,1035,15
2024-01-08,1057,28
2024-01-08,1021,19
2024-01-08,1099,25
2024-01-08,1080,15
2024-01-08,1047,25
2024-01-08,1104,26
2024-01-08,1055,21
2024-01-08,1015,30
2024-01-08,1049,31
2024-01-08,1066,26
2024-01-08,1026,20
2024-01-08,1020,27
2024-01-08,1007,31
2024-01-08,1045,35
2024-01-08,1043,19
2024-01-09,1112,34
2024-01-09,1082,15
2024-01-09,1049,22
2024-01-09,1117,28
2024-01-09,1083,34
2024-01-09,1065,30
2024-01-09,1053,26
2024-01-09,1079,31
2024-01-09,1046,16
2024-01-09,1081,15
2024-01-09,1095,32
2024-01-09,1021,25
2024-01-09,1102,28
2024-01-09,1033,28
2024-01-09,1034,22
2024-01-09,1091,34
2024-01-09,1026,33
2024-01-09,1099,35
2024-01-09,1030,28
2024-01-09,1110,18
2024-01-09,1007,30
2024-01-09,1091,18
2024-01-09,1080,35
2024-01-09,1118,32
2024-01-09,1009,24
2024-01-09,1013,34
2024-01-09,1011,20
2024-01-09,1018,34
2024-01-09,1045,34
2024-01-09,1091,19
2024-01-09,1104,17
2024-01-09,1043,26
2024-01-09,1109,32
2024-01-09,1014,17
2024-01-09,1090,34
2024-01-09,1049,15
2024-01-09,1101,20
2024-01-09,1015,21
2024-01-09,1086,23
2024-01-09,1114,31
2024-01-09,1116,32
2024-01-09,1009,31
2024-01-09,1076,19
2024-01-09,1005,28
2024-01-09,1067,19
2024-01-09,1055,27
2024-01-09,1098,18
2024-01-09,1094,27
2024-01-09,1088,35
2024-01-09,1048,27
2024-01-09,1028,21
2024-01-09,1098,22
2024-01-09,1022,33
2024-01-09,1092,26
2024-01-09,1108,21
2024-01-09,1067,27
2024-01-09,1110,20
2024-01-09,1062,28
2024-01-09,1039,31
2024-01-09,1068,34
2024-01-09,1012,22
2024-01-09,1073,22
2024-01-09,1011,20
2024-01-09,1070,15
2024-01-09,1022,33
2024-01-09,1114,31
2024-01-09,1029,22
2024-01-09,1087,16
2024-01-09,1005,35
2024-01-09,1082,18
2024-01-09,1010,20
2024-01-09,1004,20
2024-01-09,1082,28
2024-01-09,1025,27
2024-01-09,1051,24
2024-01-09,1095,34
2024-01-09,1018,32
2024-01-09,1100,34
2024-01-09,1026,20
2024-01-09,1059,35
2024-01-09,1113,29
2024-01-09,1106,27
2024-01-09,1057,25
2024-01-09,1019,24
2024-01-09,1094,33
2024-01-09,1067,31
2024-01-09,1010,28
2024-01-09,1097,18
2024-01-09,1116,27
2024-01-09,1078,34
2024-01-09,1035,19
2024-01-09,1011,29
2024-01-09,1029,31
2024-01-09,1016,21
2024-01-09,1059,29
2024-01-09,1111,15
2024-01-09,1055,30
2024-01-09,1028,34
2024-01-09,1053,33
2024-01-09,1111,26
2024-01-09,1017,15
2024-01-09,1066,23
2024-01-09,1010,18
2024-01-09,1053,32
2024-01-09,1041,35
2024-01-09,1027,20
2024-01-09,1080,25
2024-01-09,1096,15
2024-01-09,1063,30
2024-01-09,1065,22
2024-01-09,1083,27
2024-01-09,1054,35
2024-01-09,1065,17
2024-01-09,1004,33
2024-01-09,1051,34
2024-01-09,1014,16
2024-01-09,1048,30
2024-01-09,1001,18
2024-01-09,1001,33
2024-01-09,1024,15
2024-01-10,1118,17
2024-01-10,1041,24
2024-01-10,1102,16
2024-01-10,1101,16
2024-01-10,1075,23
2024-01-10,1053,23
2024-01-10,1112,26
2024-01-10,1065,25
2024-01-10,1016,22
2024-01-10,1104,21
2024-01-10,1116,29
2024-01-10,1056,26
2024-01-10,1047,24
2024-01-10,1080,30
2024-01-10,1088,16
2024-01-10,1090,30
2024-01-10,1084,17
2024-01-10,1015,22
2024-01-10,1065,15
2024-01-10,1016,24
2024-01-10,1112,26
2024-01-10,1090,19
2024-01-10,1044,20
2024-01-10,1113,29
2024-01-10,1092,27
2024-01-10,1070,24
2024-01-10,1055,26
2024-01-10,1012,24
2024-01-10,1039,32
2024-01-10,1003,18
2024-01-10,1049,16
2024-01-10,1104,30
2024-01-10,1120,34
2024-01-10,1034,25
2024-01-10,1085,15
2024-01-10,1102,29
2024-01-10,1001,29
2024-01-10,1059,24
2024-01-10,1047,19
2024-01-10,1086,17
2024-01-10,1064,19
2024-01-10,1107,21
2024-01-10,1029,30
2024-01-10,1046,28
2024-01-10,1109,24
2024-01-10,1070,26
2024-01-10,1095,31
2024-01-10,1074,18
2024-01-10,1003,25
2024-01-10,1103,17
2024-01-10,1107,35
2024-01-10,1074,28
2024-01-10,1046,28
2024-01-10,1090,35
2024-01-10,1049,23
2024-01-10,1097,16
2024-01-10,1047,23
2024-01-10,1100,18
2024-01-10,1053,32
2024-01-10,1019,17
2024-01-10,1034,32
2024-01-10,1110,25
2024-01-10,1111,28
2024-01-10,1071,34
2024-01-10,1042,29
2024-01-10,1088,26
2024-01-10,1039,27
2024-01-10,1109,32
2024-01-10,1101,31
2024-01-10,1098,30
2024-01-10,1032,22
2024-01-10,1087,33
2024-01-10,1021,23
2024-01-10,1025,35
2024-01-10,1083,33
2024-01-10,1070,27
2024-01-10,1026,28
2024-01-10,1092,25
2024-01-10,1117,22
2024-01-10,1068,29
2024-01-10,1084,23
2024-01-10,1022,17
2024-01-10,1104,16
2024-01-10,1107,26
